state,fec_candidate_id,selected_candidate_name,committee_id,total_receipts,total_disbursements,cash_on_hand_end_period,cash_on_hand,debts_owed_by_committee,coverage_end_date,party,party_normalized,selected_candidate,selection_method,selection_rank_within_state_party,manual_override_reason
MS,S8MS00196,"WICKER, ROGER SEN.",C00443218,193613.35,425757.66,2762604.5,2762604.5,0.0,2026-03-31T00:00:00,REP,REP,False,,3.0,
MT,S0MT00116,"BALLARD, JACK",C00714295,0.0,0.0,9.04,9.04,4520.0,2026-03-31T00:00:00,DEM,DEM,False,,7.0,
MT,S6MT00253,"BANKHEAD, ALANI INES",C00937201,15240.06,5775.0,10625.06,10625.06,0.0,2026-03-31T00:00:00,DEM,DEM,False,,4.0,
MT,S8MT00010,"BAUCUS, MAX",C00328211,0.0,75563.43,182384.68,182384.68,100.0,2026-03-31T00:00:00,DEM,DEM,False,,8.0,
MT,S6MT00246,"BLACKWOLF, MICHAEL JAMES MR.",C00919936,26144.0,25616.21,527.79,527.79,0.0,2026-03-31T00:00:00,DEM,DEM,False,,3.0,
MT,S0MT00173,"BULLOCK, STEVE",C00741611,4679.25,168471.66,544355.72,544355.72,0.0,2026-03-31T00:00:00,DEM,DEM,False,,6.0,
MT,S4MT00217,"HUMMERT, MICHAEL",C00873166,10900.0,3125.0,8519.73,8519.73,14850.0,2026-03-31T00:00:00,DEM,DEM,False,,5.0,
MT,S6MT00238,"NEILL, REILLY",C00892505,272736.33,168977.55,103938.36,103938.36,88000.0,2026-03-31T00:00:00,DEM,DEM,True,highest_total_receipts,1.0,
MT,S6MT00162,"TESTER, R. JON",C00412304,233311.01,257723.68,741470.97,741470.97,0.0,2026-03-31T00:00:00,DEM,DEM,False,,2.0,
MT,S6MT00287,"BODNAR, SETH",C00941708,1358574.95,213586.76,1144988.19,1144988.19,0.0,2026-03-31T00:00:00,IND,OTHER,False,,1.0,
MT,S6MT00261,"AUSTIN, KYLE",C00870352,262094.97,226081.96,36013.01,36013.01,0.0,2026-03-31T00:00:00,LIB,OTHER,False,,2.0,
MT,S6MT00295,"ALME, KURT",C00942060,924643.51,15686.66,908956.85,908956.85,0.0,2026-03-31T00:00:00,REP,REP,False,,3.0,
MT,S2MT00096,"DAINES, STEVE",C00491357,4709051.07,2192226.74,4275067.25,4275067.25,44813.08,2026-03-31T00:00:00,REP,REP,True,highest_total_receipts,1.0,
MT,S6MT00097,"REHBERG, DENNIS RAY",C00493015,0.0,0.0,0.0,0.0,0.0,2026-03-31T00:00:00,REP,REP,False,,5.0,
MT,S8MT00234,"ROSENDALE, MATT MR.",C00548289,920.41,810043.39,110969.82,110969.82,123500.7,2026-03-31T00:00:00,REP,REP,False,,4.0,
MT,S4MT00183,"SHEEHY, TIM",C00844159,1418620.23,1856246.33,951381.84,951381.84,609018.77,2026-03-31T00:00:00,REP,REP,False,,2.0,
NC,S2NC00497,"BEASLEY, CHERI",C00777904,0.0,18125.35,0.0,0.0,0.0,2025-05-23T00:00:00,DEM,DEM,False,,4.0,
NC,S6NC00407,"COOPER, ROY",C00913566,26822372.69,8366909.64,18455463.05,18455463.05,0.0,2026-03-31T00:00:00,DEM,DEM,True,highest_total_receipts,1.0,
NC,S2NC00471,"NEWTON, EVERETTE (RETT) S.",C00774851,0.0,0.0,0.0,0.0,0.0,2026-03-31T00:00:00,DEM,DEM,False,,5.0,
NC,S6NC00340,"NICKEL, WILEY",C00763045,588995.0,1277986.16,0.0,0.0,0.0,2026-03-20T00:00:00,DEM,DEM,False,,2.0,
NC,S0NC00343,"SMITH, ERICA DANETTE",C00696104,0.0,0.0,4894.23,4894.23,91969.74,2026-03-31T00:00:00,DEM,DEM,False,,6.0,
NC,S8NC00270,"WILLIAMS, MARCUS W.",C00931659,5656.28,5656.28,0.0,0.0,,2026-03-17T00:00:00,DEM,DEM,False,,3.0,
NC,S6NC00464,"MCGINNIS, BRIAN",C00925792,64450.36,2299.5,62674.26,62674.26,0.0,2026-03-31T00:00:00,GRE,OTHER,False,,1.0,
NC,S6NC00373,"BROWN, DON",C00857110,224689.23,225529.84,0.0,0.0,0.0,2026-04-13T00:00:00,REP,REP,False,,4.0,
NC,S2NC00505,"BUDD, THEODORE P",C00614776,1108350.93,961551.31,429157.89,429157.89,0.0,2026-03-31T00:00:00,REP,REP,False,,3.0,
NC,S6NC00472,"DANSIE, RICHARD",C00929232,2410.17,1780.0,630.17,630.17,2400.0,2025-12-31T00:00:00,REP,REP,False,,8.0,
NC,S6NC00449,"DUPRE, MARGOT",C00921965,60000.0,51150.0,8850.0,8850.0,60000.0,2026-03-31T00:00:00,REP,REP,False,,5.0,
NC,S6NC00480,"JOHNSON, THOMAS LEE",C00930677,6720.07,4626.94,0.0,0.0,0.0,2026-04-13T00:00:00,REP,REP,False,,7.0,
NC,S6NC00522,"MORROW, MICHELE",C00931956,12713.82,12035.64,678.18,678.18,0.0,2026-03-31T00:00:00,REP,REP,False,,6.0,
NC,S6NC00357,"NILSSON, ROBERT ANDERS MR",C00895615,0.0,52.0,1912.66,1912.66,0.0,2025-11-08T00:00:00,REP,REP,False,,9.0,
NC,S4NC00162,"TILLIS, THOM R SEN",C00545772,4707959.82,3268154.5,3677891.81,3677891.81,0.0,2026-03-31T00:00:00,REP,REP,False,,2.0,
NC,S2NC00307,"WALKER, BRADLEY MARK MR.",C00543231,0.0,0.0,0.0,0.0,0.0,2026-03-31T00:00:00,REP,REP,False,,10.0,
NC,S6NC00415,"WHATLEY, MICHAEL",C00913996,8408717.9,5880375.31,2528342.59,2528342.59,666374.48,2026-03-31T00:00:00,REP,REP,True,highest_total_receipts,1.0,
ND,S2ND00123,"CHRISTIANSEN, KATRINA",C00852467,8432.24,16691.46,0.0,0.0,0.0,2025-06-30T00:00:00,DEM,DEM,False,,2.0,
ND,S2ND00099,"HEITKAMP, HEIDI",C00505552,20099.16,19962.01,0.0,0.0,0.0,2026-03-04T00:00:00,DEM,DEM,True,highest_total_receipts,1.0,
ND,S8ND00120,"CRAMER, KEVIN MR.",C00504704,989847.21,1013079.59,2331656.99,2331656.99,0.0,2026-03-31T00:00:00,REP,REP,True,highest_total_receipts,1.0,
ND,S0ND00093,"HOEVEN, JOHN",C00473371,335530.53,251102.44,651732.04,651732.04,100000.0,2026-03-31T00:00:00,REP,REP,False,,2.0,
NE,S6NE00145,"BURBANK, CINDY",C00941641,4163.0,164.47,3998.53,3998.53,0.0,2026-03-31T00:00:00,DE,OTHER,False,,3.0,
NE,S6NE00160,"FORBES, WILLIAM",C00943969,1000.0,1000.0,0.0,0.0,0.0,2026-04-22T00:00:00,DEM,DEM,True,highest_total_receipts,1.0,
NE,S6NE00095,"NELSON, E BENJAMIN",C00432401,0.0,0.0,3927.22,3927.22,0.0,2026-03-31T00:00:00,DEM,DEM,False,,2.0,
NE,S4NE00207,"OSBORN, DAN",C00901355,3805441.55,2670289.22,1135152.33,1135152.33,10390.48,2026-04-22T00:00:00,IND,OTHER,False,,1.0,
NE,S6NE00152,"MARVIN, MIKE",C00944199,9390.0,5402.53,3987.47,3987.47,4095.0,2026-04-22T00:00:00,OTH,OTHER,False,,2.0,
NE,S2NE00094,"FISCHER, DEBRA S.",C00498907,683790.62,401868.6,307133.85,307133.85,0.0,2026-03-31T00:00:00,REP,REP,False,,2.0,
NE,S6NE00129,"RICKETTS, PETE",C00832436,4866649.16,4281083.75,1072534.52,1072534.52,0.0,2026-04-22T00:00:00,REP,REP,True,highest_total_receipts,1.0,
NE,S4NE00090,"SASSE, BENJAMIN E.",C00547976,11123.65,208769.71,2273266.96,2273266.96,0.0,2026-03-31T00:00:00,REP,REP,False,,3.0,
NH,S6NH00091,"HASSAN, MARGARET WOOD",C00588772,1982475.86,1437212.77,1495997.46,1495997.46,0.0,2026-03-31T00:00:00,DEM,DEM,False,,2.0,
NH,S6NH00182,"MANZUR, KARISHMA",C00916668,114396.4,99741.66,14654.74,14654.74,8416.27,2026-03-31T00:00:00,DEM,DEM,False,,4.0,
NH,S6NH00141,"PAPPAS, CHRIS",C00660464,9860676.34,6044770.26,4223490.31,4223490.31,0.0,2026-03-31T00:00:00,DEM,DEM,True,highest_total_receipts,1.0,
NH,S0NH00219,"SHAHEEN, JEANNE",C00457325,170979.14,706695.58,920368.88,920368.88,0.0,2026-03-31T00:00:00,DEM,DEM,False,,3.0,
NH,S6NH00190,"SULLIVAN, JARED",C00920223,99746.19,60149.95,39696.24,39696.24,0.0,2026-03-31T00:00:00,DEM,DEM,False,,5.0,
NH,S0NH00326,"BOLDUC, DONALD C.",C00711010,0.0,51574.94,0.0,0.0,0.0,2026-03-16T00:00:00,REP,REP,False,,5.0,
NH,S4NH00120,"BROWN, SCOTT",C00560003,114028.05,143001.23,99595.92,99595.92,0.0,2026-03-31T00:00:00,REP,REP,False,,3.0,
NH,S6NH00166,"BROWN, SCOTT P.",C00909622,1664338.14,880952.11,783386.03,783386.03,0.0,2026-03-31T00:00:00,REP,REP,False,,2.0,
NH,S2NH00280,"FENTON, BRUCE",C00816967,0.0,83426.24,0.0,0.0,1724693.76,2025-04-02T00:00:00,REP,REP,False,,6.0,
NH,S6NH00174,"INNIS, DAN",C00912097,48502.53,48502.53,0.0,0.0,0.0,2026-01-25T00:00:00,REP,REP,False,,4.0,
NH,S2NH00272,"MANSHARAMANI, VIKRAM",C00813295,0.0,59387.79,0.0,0.0,0.0,2025-09-07T00:00:00,REP,REP,False,,7.0,
NH,S2NH00231,"SMITH, KEVIN H.",C00800326,0.0,10165.64,0.0,0.0,0.0,2025-12-24T00:00:00,REP,REP,False,,8.0,
NH,S6NH00208,"SUNUNU, JOHN E",C00924092,2475941.37,583037.19,1892904.18,1892904.18,0.0,2026-03-31T00:00:00,REP,REP,True,highest_total_receipts,1.0,
NJ,S8NJ00392,"ANDREWS, ROBERT E",C00448654,58.11,155.0,1177.38,1177.38,114656.39,2026-03-31T00:00:00,DEM,DEM,False,,4.0,
NJ,S4NJ00185,"BOOKER, CORY A.",C00540500,16808282.46,5829198.17,22171570.28,22171570.28,0.0,2026-03-31T00:00:00,DEM,DEM,True,highest_total_receipts,1.0,
NJ,S0NJ00068,"BYRNE, BRENDAN THOMAS JR",C00347591,703955.43,93511.11,1265111.33,1265111.33,0.0,2026-03-31T00:00:00,DEM,DEM,False,,3.0,
NJ,S4NJ00466,"KIM, ANDY",C00648220,1355762.79,895740.35,1081722.52,1081722.52,0.0,2026-03-31T00:00:00,DEM,DEM,False,,2.0,
NJ,S2NJ00080,"LAUTENBERG, FRANK R",C00382457,0.0,2500.0,86927.9,86927.9,0.0,2026-03-31T00:00:00,DEM,DEM,False,,5.0,
NJ,S6NJ00289,"MENENDEZ, ROBERT",C00264564,16661.58,807182.53,7236.24,7236.24,0.0,2026-03-31T00:00:00,IND,OTHER,False,,1.0,
NJ,S4NJ00540,"BASHAW, CURTIS",C00866152,142.39,67787.23,0.0,0.0,0.0,2025-03-31T00:00:00,REP,REP,False,,4.0,
NJ,S6NJ00271,"KEAN, THOMAS H JR",C00410365,0.0,24066.0,384.51,384.51,88000.0,2026-03-31T00:00:00,REP,REP,False,,5.0,
NJ,S6NJ00438,"LEBOVICS, ROBERT",C00941534,101260.25,77955.94,23304.31,23304.31,100000.0,2026-03-31T00:00:00,REP,REP,True,highest_total_receipts,1.0,
NJ,S0NJ00217,"MEHTA, RIKIN",C00722470,0.0,0.0,55.93,55.93,320000.0,2026-03-31T00:00:00,REP,REP,False,,6.0,
NJ,S4NJ00532,"MURPHY, JUSTIN MICHAEL LL.M.",C00865808,9709.03,8246.16,566.81,566.81,7966.96,2026-03-31T00:00:00,REP,REP,False,,2.0,
NJ,S4NJ00441,"SERRANO GLASSNER, CHRISTINE",C00852186,0.0,0.0,0.0,0.0,0.0,2025-04-25T00:00:00,REP,REP,False,,7.0,
NJ,S8NJ00483,"SINGH, HIRSH",C00670737,0.0,0.0,0.0,0.0,0.0,2025-05-07T00:00:00,REP,REP,False,,8.0,
NJ,S0NJ00191,"SINGH, HIRSH V",C00670737,0.0,0.0,0.0,0.0,0.0,2025-05-07T00:00:00,REP,REP,False,,9.0,
NJ,S6NJ00412,"ZDAN, ALEX",C00939132,7378.78,1552.21,5826.57,5826.57,0.0,2026-03-31T00:00:00,REP,REP,False,,3.0,
NJ,S6NJ00131,"ZIMMER, DICK",C00449074,0.0,8199.39,0.0,0.0,0.0,2025-06-19T00:00:00,REP,REP,False,,10.0,
NM,S6NM01145,"DODSON, MATT",C00926444,11843.44,8069.46,3773.98,3773.98,0.0,2026-03-31T00:00:00,DEM,DEM,False,,3.0,
NM,S2NM00088,"HEINRICH, MARTIN",C00434563,1211120.87,1053651.63,477020.39,477020.39,0.0,2026-03-31T00:00:00,DEM,DEM,False,,2.0,
NM,S0NM00058,"LUJAN, BEN RAY",C00443689,4658613.41,1696484.92,4175921.38,4175921.38,0.0,2026-03-31T00:00:00,DEM,DEM,True,highest_total_receipts,1.0,
NM,S0NM00074,"TOULOUSE OLIVER, MAGGIE",C00703256,0.0,75.0,2618.05,2618.05,15312.17,2026-03-31T00:00:00,DEM,DEM,False,,4.0,
NM,S4NM00183,"DOMENICI, NELLA LOUISE LOUISE",C00865956,2535.8,70693.82,3499.55,3499.55,2800000.0,2026-03-31T00:00:00,REP,REP,True,highest_total_receipts,1.0,
NM,S0NM00116,"SANCHEZ, LOUIE J",C00732693,0.0,6080.66,0.0,0.0,0.0,2025-06-30T00:00:00,REP,REP,False,,2.0,
NV,S6NV00200,"CORTEZ MASTO, CATHERINE",C00575548,1842748.74,1999039.34,3339755.42,3339755.42,0.0,2026-03-31T00:00:00,DEM,DEM,True,highest_total_receipts,1.0,
NV,S6NV00234,"MAHENDRA, SUJEET BOBBY NARENDRA",C00608240,0.0,0.0,2976.47,2976.47,32000.0,2026-03-31T00:00:00,DEM,DEM,False,,3.0,
NV,S8NV00156,"ROSEN, JACKY",C00606939,1201412.28,1965602.58,1015905.5,1015905.5,0.0,2026-03-31T00:00:00,DEM,DEM,False,,2.0,
NV,S4NV00379,"CUNNINGHAM, CHRIS",C00867622,0.0,0.0,0.0,0.0,0.0,2025-03-31T00:00:00,LIB,OTHER,False,,1.0,
NV,S2NV00308,"BROWN, SAM",C00845032,256505.31,117921.69,402179.89,402179.89,0.0,2026-03-31T00:00:00,REP,REP,True,highest_total_receipts,1.0,
NV,S4NV00312,"GRADY, TONY",C00847582,0.0,0.0,97.37,97.37,0.0,2026-03-31T00:00:00,REP,REP,False,,3.0,
NV,S4NV00304,"GUNTER, JEFF DR",C00847418,2047.52,1207.62,8264.3,8264.3,2763394.15,2026-03-31T00:00:00,REP,REP,False,,2.0,
NV,S2NV00332,"HOCKSTEDLER, WILLIAM ERIC",C00787689,0.0,11627.0,500.55,500.55,2530.62,2025-02-18T00:00:00,REP,REP,False,,4.0,
NV,S2NV00324,"LAXALT, ADAM",C00787135,0.0,34071.2,223564.37,223564.37,0.0,2026-03-31T00:00:00,REP,REP,False,,5.0,
NV,S4NV00270,"MARCHANT, JIM",C00839563,0.0,0.0,0.0,0.0,0.0,2025-09-30T00:00:00,REP,REP,False,,6.0,
NY,S0NY00188,"CLINTON, HILLARY RODHAM",C00358895,0.0,22343.44,0.0,0.0,0.0,2025-06-30T00:00:00,DEM,DEM,False,,3.0,
NY,S0NY00410,"GILLIBRAND, KIRSTEN",C00413914,2198878.25,946803.49,1967801.67,1967801.67,0.0,2026-03-31T00:00:00,DEM,DEM,True,highest_total_receipts,1.0,
NY,S4NY00271,"SALEM, KHALED",C00749226,0.0,0.0,0.0,0.0,0.0,2026-03-31T00:00:00,DEM,DEM,False,,4.0,
NY,S0NY00667,"SALEM, KHALED MR",C00749226,0.0,0.0,0.0,0.0,0.0,2026-03-31T00:00:00,DEM,DEM,False,,5.0,
NY,S8NY00082,"SCHUMER, CHARLES E.",C00346312,800587.42,1872989.12,8251229.86,8251229.86,0.0,2026-03-31T00:00:00,DEM,DEM,False,,2.0,
NY,S2NY00325,"SARE, DIANE WILSON MS",C00751826,2442.86,4387.94,4225.06,4225.06,0.0,2026-03-27T00:00:00,IND,OTHER,False,,1.0,
NY,S4NY00313,"BELLON, DAVID A. ESQ.",C00835199,0.0,0.0,6334.67,6334.67,0.0,2026-03-31T00:00:00,REP,REP,False,,2.0,
NY,S2NY00499,"PINION, JOSEPH III",C00800268,0.0,0.0,611.53,611.53,78576.15,2026-03-31T00:00:00,REP,REP,False,,3.0,
NY,S4NY00404,"SAPRAICONE, MICHAEL",C00846451,12698.81,59138.57,7935.98,7935.98,615250.0,2026-03-31T00:00:00,REP,REP,True,highest_total_receipts,1.0,
NY,S6NY00243,"SPENCER, JOHN D",C00412817,0.0,0.0,679.14,679.14,239112.0,2025-03-31T00:00:00,REP,REP,False,,4.0,
NY,S0NY00550,"TOWNSEND, JAY",C00482216,0.0,0.0,0.0,0.0,108845.1,2026-03-31T00:00:00,REP,REP,False,,5.0,
OH,S6OH00163,"BROWN, SHERROD",C00916288,25979968.48,8951326.24,17028642.24,17028642.24,0.0,2026-04-15T00:00:00,DEM,DEM,True,highest_total_receipts,1.0,
OH,S6OH00155,"HACKETT, PAUL III",C00415745,11229.92,4523.33,13898.22,13898.22,104362.14,2026-03-31T00:00:00,DEM,DEM,False,,5.0,
OH,S6OH00361,"KINCAID, RONALD E JR",C00913038,42800.15,45272.47,19090.5,19090.5,23810.07,2026-04-15T00:00:00,DEM,DEM,False,,4.0,
OH,S6OH00387,"ODE, FREDERICK J",C00917146,5001938.61,4970194.22,31744.39,31744.39,2185.5,2026-03-31T00:00:00,DEM,DEM,False,,2.0,
OH,S2OH00402,"RYAN, TIMOTHY",C00777771,78474.14,101435.41,-22197.22,-22197.22,0.0,2026-03-31T00:00:00,DEM,DEM,False,,3.0,
OH,S6OH00353,"VOLPE, CHRISTOPHER",C00907303,4337.18,4168.88,168.3,168.3,0.0,2026-02-15T00:00:00,DEM,DEM,False,,6.0,
OH,S8OH00144,"FARIS, STEPHEN I MR",C00688465,1925.24,1900.96,155.94,155.94,0.0,2026-03-31T00:00:00,IND,OTHER,False,,3.0,
OH,S6OH00395,"LEVY, GREGORY LEE",C00918839,57814.65,27570.96,31998.93,31998.93,0.0,2026-04-15T00:00:00,IND,OTHER,False,,1.0,
OH,S6OH00429,"REDPATH, WILLIAM",C00937300,17715.38,17071.85,643.53,643.53,5000.0,2026-04-15T00:00:00,LIB,OTHER,False,,2.0,
OH,S2OH00477,"DOLAN, MATT",C00831636,908.1,67501.81,46540.41,46540.41,12697000.0,2026-03-31T00:00:00,REP,REP,False,,6.0,
OH,S6OH00304,"HUSTED, JON",C00896019,10518818.26,2357657.71,8161160.55,8161160.55,0.0,2026-04-15T00:00:00,REP,REP,True,highest_total_receipts,1.0,
OH,S4OH00200,"LAROSE, FRANK",C00845735,11500.0,17778.5,12271.63,12271.63,10600.0,2026-03-31T00:00:00,REP,REP,False,,5.0,
OH,S2OH00170,"MANDEL, JOSHUA A.",C00494930,263.82,9258.2,-27323.62,-27323.62,122480.92,2026-03-31T00:00:00,REP,REP,False,,7.0,
OH,S4OH00192,"MORENO, BERNIE",C00837484,2277695.94,2187219.18,468796.47,468796.47,7039894.14,2026-03-31T00:00:00,REP,REP,False,,2.0,
OH,S0OH00133,"PORTMAN, ROB THE HONORA",C00458463,48198.31,153305.38,2561272.12,2561272.12,0.0,2026-03-31T00:00:00,REP,REP,False,,4.0,
OH,S2OH00287,"PUKITA, MARK MR.",C00722207,0.0,6179.85,-436341.92,-436341.92,463764.11,2026-03-31T00:00:00,REP,REP,False,,8.0,
OH,S2OH00360,"TIMKEN, JANE",C00769745,0.0,655.51,4919.39,4919.39,4060000.0,2026-03-31T00:00:00,REP,REP,False,,9.0,
OH,S2OH00436,"VANCE, J D",C00783142,194273.77,139528.56,190376.77,190376.77,42000.0,2026-03-31T00:00:00,REP,REP,False,,3.0,
OK,S6OK04171,"GREEN, TROY WESLEY",C00918607,22600.36,15373.35,7227.01,7227.01,0.0,2026-03-31T00:00:00,DEM,DEM,False,,3.0,
OK,S6OK04197,"PRIEST, JIM",C00933051,203272.5,68438.0,134834.5,134834.5,50000.0,2026-03-31T00:00:00,DEM,DEM,True,highest_total_receipts,1.0,
OK,S6OK04163,"THOMAS, N'KIYLA JASMINE - ANN",C00899559,39009.15,36270.6,3674.89,3674.89,0.0,2026-03-31T00:00:00,DEM,DEM,False,,2.0,
OK,S6OK04205,"MEINHARDT, RON",C00939058,6187.6,3737.48,2450.12,2450.12,0.0,2026-03-31T00:00:00,IND,OTHER,False,,1.0,
OK,S6OK04247,"HERN, KEVIN",C00943142,8284047.86,67761.21,8216286.65,8216286.65,5050000.0,2026-03-31T00:00:00,REP,REP,True,highest_total_receipts,1.0,
OK,S2OK00194,"HOLLAND, LUCAS",C00806935,692.06,968.49,0.0,0.0,167140.16,2026-03-31T00:00:00,REP,REP,False,,4.0,
OK,S4OK00232,"LANKFORD, JAMES PAUL",C00466482,788822.95,458943.73,2667917.48,2667917.48,0.0,2026-03-31T00:00:00,REP,REP,False,,3.0,
OK,S2OK00186,"MULLIN, MARKWAYNE",C00498345,3181183.59,1003117.36,2361083.02,2361083.02,25400.39,2026-03-31T00:00:00,REP,REP,False,,2.0,
OK,S6OK04262,"RAGAIN, BRIAN MATTHEW",C00945121,0.0,0.0,0.0,0.0,0.0,2026-03-31T00:00:00,REP,REP,False,,5.0,
OK,S2OK00210,"SHANNON, T.W.",C00808360,0.0,901.0,0.0,0.0,0.0,2025-02-05T00:00:00,REP,REP,False,,6.0,
OR,S8OR00207,"MERKLEY, JEFFREY ALAN",C00437277,3798075.34,1484895.87,6580178.12,6580178.12,0.0,2026-03-31T00:00:00,DEM,DEM,True,highest_total_receipts,1.0,
OR,S6OR00110,"WYDEN, RONALD L.",C00308676,1199347.07,1554121.79,1415984.72,1415984.72,0.0,2026-03-31T00:00:00,DEM,DEM,False,,2.0,
OR,S4OR00156,"PERKINS, JO RAE",C00932558,5185.34,3959.78,1286.97,1286.97,0.0,2026-03-31T00:00:00,REP,REP,False,,2.0,
OR,S6OR05218,"SMITH, DAVID BROCK",C00941559,24083.96,288.96,23795.0,23795.0,28234.62,2026-03-31T00:00:00,REP,REP,True,highest_total_receipts,1.0,
PA,S6PA00217,"CASEY, ROBERT P. JR.",C00431056,646277.42,782180.63,859136.77,859136.77,0.0,2026-03-31T00:00:00,DEM,DEM,False,,3.0,
PA,S6PA00274,"FETTERMAN, JOHN KARL",C00765800,1962346.71,2280352.2,1996681.1,1996681.1,22281.12,2026-03-31T00:00:00,DEM,DEM,True,highest_total_receipts,1.0,
PA,S4PA00287,"FORKNER, WILLIAM",C00848002,0.0,0.0,195.22,195.22,0.0,2025-04-15T00:00:00,DEM,DEM,False,,4.0,
PA,S2PA00448,"STREET, SHARIF",C00774844,899446.48,688708.32,263296.68,263296.68,6002.5,2026-03-31T00:00:00,DEM,DEM,False,,2.0,
PA,S8PA00270,"CHRISTIANA, JAMES JOSEPH III",C00638304,0.0,0.0,1889.07,1889.07,37900.0,2026-03-31T00:00:00,REP,REP,False,,3.0,
PA,S2PA00661,"MCCORMICK, DAVE",C00851980,4117088.57,3966656.65,731455.65,731455.65,6828883.23,2026-03-31T00:00:00,REP,REP,True,highest_total_receipts,1.0,
PA,S2PA00638,"OZ, MEHMET DR",C00795930,657.0,14273.5,54310.78,54310.78,25513728.81,2026-03-31T00:00:00,REP,REP,False,,2.0,
RI,S6RI00270,"BURBRIDGE, CONNOR",C00902601,10434.82,9568.62,866.2,866.2,0.0,2026-03-31T00:00:00,DEM,DEM,False,,3.0,
RI,S6RI00163,"REED, JOHN F.",C00238907,2602598.5,761309.2,3429481.34,3429481.34,0.0,2026-03-31T00:00:00,DEM,DEM,True,highest_total_receipts,1.0,
RI,S4RI00069,"WATERS, ALLEN",C00830661,0.0,345.26,1543.71,1543.71,0.0,2025-03-31T00:00:00,DEM,DEM,False,,4.0,
RI,S6RI00221,"WHITEHOUSE, SHELDON",C00410803,431343.76,579233.4,1117498.08,1117498.08,0.0,2026-03-31T00:00:00,DEM,DEM,False,,2.0,
RI,S4RI00051,"MCKAY, RAYMOND TYLER MR",C00827964,139874.63,127794.47,12418.69,12418.69,689.51,2026-03-31T00:00:00,REP,REP,True,highest_total_receipts,1.0,
RI,S4RI00085,"MORGAN, PATRICIA L",C00846014,0.0,0.0,0.0,0.0,41627.71,2025-03-31T00:00:00,REP,REP,False,,2.0,
RI,S6RI00262,"WATERS, ALLEN",C00830661,0.0,345.26,1543.71,1543.71,0.0,2025-03-31T00:00:00,REP,REP,False,,3.0,
SC,S6SC04239,"ANDREWS, ANNIE",C00906024,6519295.74,3880008.35,2639287.39,2639287.39,15688.47,2026-03-31T00:00:00,DEM,DEM,True,highest_total_receipts,1.0,
SC,S6SC04270,"BROWN, BRANDON",C00911149,69568.6,20369.01,0.0,0.0,0.0,2026-09-30T00:00:00,DEM,DEM,False,,3.0,
SC,S2SC00145,"BRUCE, CATHERINE FLEMING MS.",C00798827,0.0,0.0,5030.29,5030.29,0.0,2025-09-30T00:00:00,DEM,DEM,False,,6.0,
SC,S6SC04197,"FREEMAN, KYLE ODONNELL",C00888479,42972.0,42639.43,1235.87,1235.87,35940.2,2026-03-31T00:00:00,DEM,DEM,False,,4.0,
SC,S0SC00289,"HARRISON, JAIME",C00696153,34199.09,507792.81,234507.96,234507.96,0.0,2026-03-31T00:00:00,DEM,DEM,False,,5.0,
SC,S6SC04288,"JOHNSON, LEE",C00902981,569185.56,569185.56,0.0,0.0,224574.29,2025-12-31T00:00:00,DEM,DEM,False,,2.0,
SC,S6SC04353,"LOUIS, DONAVAN ARTHUR MR",C00936278,2605.0,2605.0,0.0,0.0,0.0,2026-03-31T00:00:00,IND,OTHER,False,,2.0,
SC,S6SC04247,"WHITENER, KASIE DR.",C00907709,14477.52,9835.45,4642.07,4642.07,893.5,2026-03-31T00:00:00,LIB,OTHER,False,,1.0,
SC,S6SC04262,"BAUER, ANDRE",C00909929,216272.42,216272.42,0.0,0.0,0.0,2025-12-01T00:00:00,REP,REP,False,,5.0,
SC,S6SC04296,"DANS, PAUL",C00913624,1011421.12,565237.47,446183.65,446183.65,684665.96,2026-03-31T00:00:00,REP,REP,False,,4.0,
SC,S6SC04361,"DISMUKES, THOMAS KEITH",C00943746,14935.0,13125.0,1810.0,1810.0,0.0,2026-03-31T00:00:00,REP,REP,False,,7.0,
SC,S0SC00149,"GRAHAM, LINDSEY O.",C00458828,5928622.17,9938630.67,11613608.79,11613608.79,0.0,2026-03-31T00:00:00,REP,REP,True,highest_total_receipts,1.0,
SC,S6SC04346,"HERRMANN, PATRICK JOSEPH",C00940239,15467.37,3384.1,12083.27,12083.27,0.0,2026-03-31T00:00:00,REP,REP,False,,6.0,
SC,S6SC04189,"HOLLIMAN, ETHAN CLAY",C00865642,0.0,0.0,0.0,0.0,10000.0,2025-12-31T00:00:00,REP,REP,False,,8.0,
SC,S6SC04213,"LYNCH, MARK",C00897140,5726191.16,2398855.44,3327335.72,3327335.72,5050000.0,2026-03-31T00:00:00,REP,REP,False,,2.0,
SC,S4SC00240,"SCOTT, TIMOTHY E.",C00540302,4407149.25,5156351.59,4968320.21,4968320.21,0.0,2026-03-31T00:00:00,REP,REP,False,,3.0,
SD,S6SD01125,"BEAUDION, JULIAN C",C00901694,192473.04,185994.34,6478.7,6478.7,14458.22,2026-03-31T00:00:00,DEM,DEM,True,highest_total_receipts,1.0,
SD,S6SD01117,"BENGS, BRIAN",C00903641,564715.66,511174.82,53540.84,53540.84,0.0,2026-03-31T00:00:00,IND,OTHER,False,,1.0,
SD,S6SD01133,"MCNEAL, JUSTIN S",C00924514,1555.13,11.24,1543.89,1543.89,9602.39,2026-03-31T00:00:00,REP,REP,False,,3.0,
